nodo_id_1,nodo_name_1,nodo_type_1,nodo_id_2,nodo_name_2,nodo_type_2,distanza
*/1035  [278],Sesto San Giovanni,CASELLO,*/1301  [104],Bivio A4/Tangenziale nord MI,ALLACCIAMENTO,1.7
*/1301  [104],Bivio A4/Tangenziale nord MI,ALLACCIAMENTO,1/654  [279],Milano est,CASELLO,0.1
1/654  [279],Milano est,CASELLO,1/656  [187],Monza,ALLACCIAMENTO,0.7
1/656  [187],Monza,ALLACCIAMENTO,1/655  [1121],Bivio A4/Raccordo Tang. est MI,ALLACCIAMENTO,5.0
1/655  [1121],Bivio A4/Raccordo Tang. est MI,ALLACCIAMENTO,1/653  [186],Agrate,CASELLO,1.9
1/653  [186],Agrate,CASELLO,1/5042  [70120],BIVIO A4/A58,ALLACCIAMENTO,1.8
1/5042  [70120],BIVIO A4/A58,ALLACCIAMENTO,10154,BRIANZA SUD,DISTRIBUTORE,0.8
10154,BRIANZA SUD,DISTRIBUTORE,1/652  [188],Cavenago,CASELLO,1.6
1/652  [188],Cavenago,CASELLO,1/651  [2462],Trezzo,CASELLO,7.1
1/651  [2462],Trezzo,CASELLO,1/650  [190],Capriate,CASELLO,3.5
1/650  [190],Capriate,CASELLO,3740,BREMBO SUD,DISTRIBUTORE,5.1
3740,BREMBO SUD,DISTRIBUTORE,1/649  [192],Dalmine,CASELLO,2.0
1/649  [192],Dalmine,CASELLO,1/648  [193],Bergamo,CASELLO,4.7
1/648  [193],Bergamo,CASELLO,1/647  [194],Seriate,CASELLO,6.6
1/647  [194],Seriate,CASELLO,1/646  [195],Grumello,CASELLO,8.6
1/646  [195],Grumello,CASELLO,1/645  [196],Ponte Oglio,CASELLO,3.3
1/645  [196],Ponte Oglio,CASELLO,1/644  [197],Palazzolo,CASELLO,2.2
1/644  [197],Palazzolo,CASELLO,10153,SEBINO SUD,DISTRIBUTORE,4.4
10153,SEBINO SUD,DISTRIBUTORE,1/643  [198],Rovato,CASELLO,3.8
1/643  [198],Rovato,CASELLO,1/642  [200],Ospitaletto,CASELLO,5.0
1/642  [200],Ospitaletto,CASELLO,1/378  [70205],Castegnato,ALLACCIAMENTO,4.53
1/378  [70205],Castegnato,ALLACCIAMENTO,10157,VALTROMPIA SUD,DISTRIBUTORE,2.87
10157,VALTROMPIA SUD,DISTRIBUTORE,1/641  [202],Brescia ovest,ALLACCIAMENTO,1.5
1/641  [202],Brescia ovest,ALLACCIAMENTO,1/950  [149],Cambio Competenza A4 T02 - BS/PD,CASELLO,2.5
1/950  [149],Cambio Competenza A4 T02 - BS/PD,CASELLO,1/955  [70216],Bivio A4/A21 Torino-Brescia,ALLACCIAMENTO,3.7
1/955  [70216],Bivio A4/A21 Torino-Brescia,ALLACCIAMENTO,10163,SAN GIACOMO EST,DISTRIBUTORE,6.1
10163,SAN GIACOMO EST,DISTRIBUTORE,1/618  [10],Brescia est,ALLACCIAMENTO,1.1
1/618  [10],Brescia est,ALLACCIAMENTO,1/617  [848],Desenzano,ALLACCIAMENTO,15.7
1/617  [848],Desenzano,ALLACCIAMENTO,10160,MONTE ALTO EST,DISTRIBUTORE,1.3
10160,MONTE ALTO EST,DISTRIBUTORE,1/616  [851],Sirmione,CASELLO,6.1
1/616  [851],Sirmione,CASELLO,1/615  [852],Peschiera,CASELLO,7.5
1/615  [852],Peschiera,CASELLO,1/614  [920],Sommacampagna,CASELLO,11.6
1/614  [920],Sommacampagna,CASELLO,3754,MONTE BALDO SUD,DISTRIBUTORE,1.9
3754,MONTE BALDO SUD,DISTRIBUTORE,1/951  [904],Nodo A4/A22 Brennero-Modena,ALLACCIAMENTO,2.9
1/951  [904],Nodo A4/A22 Brennero-Modena,ALLACCIAMENTO,1/613  [924],Verona sud,CASELLO,4.6
1/613  [924],Verona sud,CASELLO,1/612  [925],Verona est,ALLACCIAMENTO,9.9
1/612  [925],Verona est,ALLACCIAMENTO,3764,SCALIGERA EST,DISTRIBUTORE,11.6
3764,SCALIGERA EST,DISTRIBUTORE,1/611  [927],Soave,ALLACCIAMENTO,1.1
1/611  [927],Soave,ALLACCIAMENTO,1/610  [831],Montebello,CASELLO,9.03
1/610  [831],Montebello,CASELLO,1/5057  [71746],Nodo A4/SPV Pedemontana,ALLACCIAMENTO,7.15
1/5057  [71746],Nodo A4/SPV Pedemontana,ALLACCIAMENTO,1/608  [834],Vicenza ovest,ALLACCIAMENTO,8.07
1/608  [834],Vicenza ovest,ALLACCIAMENTO,1/607  [835],Vicenza est,ALLACCIAMENTO,7.59
1/607  [835],Vicenza est,ALLACCIAMENTO,1/952  [836],Bivio A4/A31 Vicenza-Piovene R.,ALLACCIAMENTO,1.25
1/952  [836],Bivio A4/A31 Vicenza-Piovene R.,ALLACCIAMENTO,3769,TESINA EST,DISTRIBUTORE,1.1
3769,TESINA EST,DISTRIBUTORE,1/606  [838],Grisignano,CASELLO,6.7
1/606  [838],Grisignano,CASELLO,10165,LIMENELLA EST,DISTRIBUTORE,11.8
10165,LIMENELLA EST,DISTRIBUTORE,1/605  [839],Padova ovest,ALLACCIAMENTO,1.2
1/605  [839],Padova ovest,ALLACCIAMENTO,1/604  [531],Padova est,CASELLO,6.9
1/604  [531],Padova est,CASELLO,1/953  [453],Bivio A4/A13 Bologna-Padova,ALLACCIAMENTO,0.9
1/953  [453],Bivio A4/A13 Bologna-Padova,ALLACCIAMENTO,10167,ARINO EST,DISTRIBUTORE,9.0
10167,ARINO EST,DISTRIBUTORE,1/1010  [2598],Bivio A4/A57 ovest Tang. di Mestre,ALLACCIAMENTO,1.15
1/1010  [2598],Bivio A4/A57 ovest Tang. di Mestre,ALLACCIAMENTO,1/598  [2624],Spinea,CASELLO,5.75
1/598  [2624],Spinea,CASELLO,1/597  [70112],MARTELLAGO-SCORZE',CASELLO,8.99
1/597  [70112],MARTELLAGO-SCORZE',CASELLO,1/596  [2600],Preganziol,CASELLO,10.72
1/596  [2600],Preganziol,CASELLO,1/1011  [2621],Nodo A4/A27 Venezia-Belluno,ALLACCIAMENTO,2.28
1/1011  [2621],Nodo A4/A27 Venezia-Belluno,ALLACCIAMENTO,1/1012  [70770],Bivio A4/A57 est Tang. di Mestre,ALLACCIAMENTO,4.58
1/1012  [70770],Bivio A4/A57 est Tang. di Mestre,ALLACCIAMENTO,1/513  [70767],Meolo Roncade,CASELLO,9.18
1/513  [70767],Meolo Roncade,CASELLO,1/511  [70766],San Dona' di Piave,ALLACCIAMENTO,8.51
1/511  [70766],San Dona' di Piave,ALLACCIAMENTO,10168,CALSTORTA SUD,DISTRIBUTORE,0.83
10168,CALSTORTA SUD,DISTRIBUTORE,1/510  [70765],Cessalto,CASELLO,6.87
1/510  [70765],Cessalto,CASELLO,1/509  [70764],San Stino di Livenza,CASELLO,6.64
1/509  [70764],San Stino di Livenza,CASELLO,1/944  [70769],Bivio A4/A28 Portogruaro-Pordenone,ALLACCIAMENTO,12.81
1/944  [70769],Bivio A4/A28 Portogruaro-Pordenone,ALLACCIAMENTO,1/507  [70762],Latisana,ALLACCIAMENTO,15.06
1/507  [70762],Latisana,ALLACCIAMENTO,10172,GONARS SUD,DISTRIBUTORE,14.51
10172,GONARS SUD,DISTRIBUTORE,1/506  [70761],San Giorgio di Nogaro,CASELLO,1.46
1/506  [70761],San Giorgio di Nogaro,CASELLO,1/942  [70768],Bivio A4/A23 Palmanova-Tarvisio,ALLACCIAMENTO,6.84
1/942  [70768],Bivio A4/A23 Palmanova-Tarvisio,ALLACCIAMENTO,1/504  [70759],Palmanova,CASELLO,1.66
1/504  [70759],Palmanova,CASELLO,1/1017  [70771],ALL A4/A34,ALLACCIAMENTO,10.21
1/1017  [70771],ALL A4/A34,ALLACCIAMENTO,1/502  [70758],Redipuglia,CASELLO,5.0
1/502  [70758],Redipuglia,CASELLO,10171,DUINO SUD,DISTRIBUTORE,6.73
10171,DUINO SUD,DISTRIBUTORE,1/501  [70757],Trieste Lisert,CASELLO,2.11
1/501  [70757],Trieste Lisert,CASELLO,*/1027  [1918],Monfalcone,CASELLO,0.25
*/1027  [1918],Monfalcone,CASELLO,*/1017  [1919],Duino,CASELLO,4.06
*/1017  [1919],Duino,CASELLO,*/1182  [1920],Conf.Comp.A4 TO-TS/Racc.TS-Sistiana,ALLACCIAMENTO,2.61
*/1143  [4025],ALLAC. A05/TANGENZIALE TORINO,ALLACCIAMENTO,*/1154  [4026],ALL. TANG. NORD TO / A05 TO-AO,ALLACCIAMENTO,1.5
*/1154  [4026],ALL. TANG. NORD TO / A05 TO-AO,ALLACCIAMENTO,9/419  [72011],BARRIERA DI SETTIMO TORINESE,CASELLO,0.2
9/419  [72011],BARRIERA DI SETTIMO TORINESE,CASELLO,1/401  [72008],TORINO NORD,CASELLO,0.0
1/401  [72008],TORINO NORD,CASELLO,1/400  [72000],SETTIMO NORD,CASELLO,0.3
1/400  [72000],SETTIMO NORD,CASELLO,1/402  [72003],VOLPIANO,CASELLO,6.8
1/402  [72003],VOLPIANO,CASELLO,1/403  [72005],SAN GIORGIO,CASELLO,14.1
1/403  [72005],SAN GIORGIO,CASELLO,1/404  [72004],SCARMAGNO,CASELLO,8.1
1/404  [72004],SCARMAGNO,CASELLO,10511,SCARMAGNO  EST,DISTRIBUTORE,2.5
10511,SCARMAGNO  EST,DISTRIBUTORE,1/969  [72002],ALL. A4/A5,ALLACCIAMENTO,1.7
1/969  [72002],ALL. A4/A5,ALLACCIAMENTO,1/407  [72006],IVREA,CASELLO,2.1
1/407  [72006],IVREA,CASELLO,1/408  [72001],QUINCINETTO,CASELLO,14.1
1/408  [72001],QUINCINETTO,CASELLO,1/409  [935],Pont Saint Martin,CASELLO,4.2
1/409  [935],Pont Saint Martin,CASELLO,1/410  [936],Verres,CASELLO,12.5
1/410  [936],Verres,CASELLO,10001,CHATILLON-SAINT VINCENT NORD,DISTRIBUTORE,11.2
10001,CHATILLON-SAINT VINCENT NORD,DISTRIBUTORE,1/411  [937],Chatillon-Saint Vincent,CASELLO,0.0
1/411  [937],Chatillon-Saint Vincent,CASELLO,1/412  [939],Nus,CASELLO,11.4
1/412  [939],Nus,CASELLO,1/1440  [2164],Bivio A5/Racc. AO-Gran San Bernardo,ALLACCIAMENTO,6.3
1/1440  [2164],Bivio A5/Racc. AO-Gran San Bernardo,ALLACCIAMENTO,1/414  [5],Aosta,CASELLO,1.2
1/414  [5],Aosta,CASELLO,34/469  [2193],Aosta est,CASELLO,0.9
34/469  [2193],Aosta est,CASELLO,*/1419  [2143],Area Merci Traforo Monte Bianco,ALLACCIAMENTO,0.3
*/1419  [2143],Area Merci Traforo Monte Bianco,ALLACCIAMENTO,*/1421  [2145],Autoporto,ALLACCIAMENTO,0.6
*/1421  [2145],Autoporto,ALLACCIAMENTO,*/5011  [1852],Cambio Competenza A5 Sav/ Rav,CASELLO,8.9
*/5011  [1852],Cambio Competenza A5 Sav/ Rav,CASELLO,37/427  [2122],Aosta ovest Svincolo,CASELLO,1.8
37/427  [2122],Aosta ovest Svincolo,CASELLO,36/415  [1853],Aosta ovest,CASELLO,0.1
36/415  [1853],Aosta ovest,CASELLO,37/428  [1854],Morgex,CASELLO,18.0
37/428  [1854],Morgex,CASELLO,37/470  [2131],Courmayeur sud,CASELLO,7.2
37/470  [2131],Courmayeur sud,CASELLO,*/1734  [2469],Raccordo A5/SS26 dir,ALLACCIAMENTO,5.4
*/1229  [4029],ALL. DIRAMAZIONE MONCALIERI,ALLACCIAMENTO,40,RIO DEI COCCHI OVEST,DISTRIBUTORE,10.8
40,RIO DEI COCCHI OVEST,DISTRIBUTORE,1/351  [910],Torino,CASELLO,2.2
1/351  [910],Torino,CASELLO,1/352  [911],Carmagnola,CASELLO,0.1
1/352  [911],Carmagnola,CASELLO,10008,RIO COLORE OVEST,DISTRIBUTORE,16.7
10008,RIO COLORE OVEST,DISTRIBUTORE,1/353  [912],Marene,ALLACCIAMENTO,4.8
1/353  [912],Marene,ALLACCIAMENTO,10007,RIO GHIDONE OVEST,DISTRIBUTORE,13.2
10007,RIO GHIDONE OVEST,DISTRIBUTORE,1/354  [914],Fossano,ALLACCIAMENTO,1.5
1/354  [914],Fossano,ALLACCIAMENTO,1/1690  [2440],Bivio A6/A33 Asti-Cuneo,ALLACCIAMENTO,5.9
1/1690  [2440],Bivio A6/A33 Asti-Cuneo,ALLACCIAMENTO,1/355  [915],Carru',CASELLO,2.6
1/355  [915],Carru',CASELLO,1/356  [1006],Mondovi',CASELLO,4.9
1/356  [1006],Mondovi',CASELLO,1/358  [1008],Niella Tanaro,CASELLO,7.9
1/358  [1008],Niella Tanaro,CASELLO,1/359  [1009],Ceva,CASELLO,10.4
1/359  [1009],Ceva,CASELLO,10002,PRIERO OVEST,DISTRIBUTORE,3.3
10002,PRIERO OVEST,DISTRIBUTORE,1/361  [1012],Millesimo,CASELLO,12.8
1/361  [1012],Millesimo,CASELLO,1/362  [1015],Altare,CASELLO,12.5
1/362  [1015],Altare,CASELLO,1/996  [2113],Bivio A6/A10 Savona,ALLACCIAMENTO,14.08
*/1169  [828],Inizio A7 Milano-Genova,ALLACCIAMENTO,*/1671  [2413],Cantalupa,CASELLO,0.6
*/1671  [2413],Cantalupa,CASELLO,*/1086  [764],Assago,CASELLO,1.4
*/1086  [764],Assago,CASELLO,*/1149  [802],Nodo A7/Tangenziale ovest MI,ALLACCIAMENTO,1.5
*/1149  [802],Nodo A7/Tangenziale ovest MI,ALLACCIAMENTO,1/201  [745],Milano ovest,CASELLO,0.6
1/201  [745],Milano ovest,CASELLO,1/202  [746],Binasco,CASELLO,6.4
1/202  [746],Binasco,CASELLO,1/203  [747],Bereguardo,ALLACCIAMENTO,11.0
1/203  [747],Bereguardo,ALLACCIAMENTO,1/204  [748],Gropello Cairoli,CASELLO,9.1
1/204  [748],Gropello Cairoli,CASELLO,10014,DORNO OVEST,DISTRIBUTORE,3.0
10014,DORNO OVEST,DISTRIBUTORE,1/205  [2572],Casei Gerola,CASELLO,16.4
1/205  [2572],Casei Gerola,CASELLO,1/206  [751],Castelnuovo Scrivia,CASELLO,4.0
1/206  [751],Castelnuovo Scrivia,CASELLO,10507,CASTELNUOVO  OVEST,DISTRIBUTORE,6.6
10507,CASTELNUOVO  OVEST,DISTRIBUTORE,1/961  [72052],ALL. A7/A21,ALLACCIAMENTO,2.2
1/961  [72052],ALL. A7/A21,ALLACCIAMENTO,1/207  [753],Tortona,CASELLO,0.7
1/207  [753],Tortona,CASELLO,1/991  [546],Bivio A7/Diramazione A26 Trafori,ALLACCIAMENTO,8.5
1/991  [546],Bivio A7/Diramazione A26 Trafori,ALLACCIAMENTO,10013,BETTOLE NOVI LIGURE OVEST,DISTRIBUTORE,8.3
10013,BETTOLE NOVI LIGURE OVEST,DISTRIBUTORE,1/208  [547],Serravalle Scrivia,CASELLO,4.2
1/208  [547],Serravalle Scrivia,CASELLO,1/209  [548],Vignole Borbera,CASELLO,4.1
1/209  [548],Vignole Borbera,CASELLO,10010,VALLE SCRIVIA OVEST,DISTRIBUTORE,3.9
10010,VALLE SCRIVIA OVEST,DISTRIBUTORE,1/210  [550],Isola del Cantone,CASELLO,8.2
1/210  [550],Isola del Cantone,CASELLO,10016,GIOVI OVEST,DISTRIBUTORE,5.4
10016,GIOVI OVEST,DISTRIBUTORE,1/211  [552],Ronco Scrivia,CASELLO,0.4
1/211  [552],Ronco Scrivia,CASELLO,1/212  [553],Busalla,CASELLO,5.0
1/212  [553],Busalla,CASELLO,1/213  [555],Genova Bolzaneto,CASELLO,14.3
1/213  [555],Genova Bolzaneto,CASELLO,1/989  [479],Bivio A7/A12 Genova-Livorno,ALLACCIAMENTO,2.9
1/989  [479],Bivio A7/A12 Genova-Livorno,ALLACCIAMENTO,1/974  [465],Bivio A7/A10 Genova-Ventimiglia,ALLACCIAMENTO,3.0
1/974  [465],Bivio A7/A10 Genova-Ventimiglia,ALLACCIAMENTO,1/214  [466],Genova ovest,CASELLO,1.1
1/214  [466],Genova ovest,CASELLO,*/1175  [468],Genova Sampierdarena,CASELLO,0.8
*/1146  [148],Nodo A8/A4 Torino-Trieste,ALLACCIAMENTO,*/1490  [3021],Cascina Merlata,CASELLO,0.3
*/1490  [3021],Cascina Merlata,CASELLO,*/1679  [2422],Fiera Milano,ALLACCIAMENTO,1.9
*/1679  [2422],Fiera Milano,ALLACCIAMENTO,8/1  [204],Milano nord,CASELLO,3.4
8/1  [204],Milano nord,CASELLO,*/1208  [145],Bivio A8/Tangenziale ovest MI,ALLACCIAMENTO,0.4
*/1208  [145],Bivio A8/Tangenziale ovest MI,ALLACCIAMENTO,*/1412  [2943],Svincolo Lainate-Arese,CASELLO,1.1
*/1412  [2943],Svincolo Lainate-Arese,CASELLO,85,VILLORESI EST,DISTRIBUTORE,0.5
85,VILLORESI EST,DISTRIBUTORE,8/2  [4006],Lainate,CASELLO,0.6
8/2  [4006],Lainate,CASELLO,*/1209  [208],Bivio A8/A9 Lainate-Chiasso,ALLACCIAMENTO,2.5
*/1209  [208],Bivio A8/A9 Lainate-Chiasso,ALLACCIAMENTO,*/1393  [2104],Origgio ovest,CASELLO,1.3
*/1393  [2104],Origgio ovest,CASELLO,*/1194  [210],Legnano,CASELLO,4.3
*/1194  [210],Legnano,CASELLO,*/1195  [209],Castellanza,CASELLO,1.7
*/1195  [209],Castellanza,CASELLO,*/1196  [211],Busto Arsizio,CASELLO,6.5
*/1196  [211],Busto Arsizio,CASELLO,*/2929  [2929],BIVIO A8-A36 PEDEMONTANA,ALLACCIAMENTO,1.4
*/2929  [2929],BIVIO A8-A36 PEDEMONTANA,ALLACCIAMENTO,8/6  [212],Gallarate,CASELLO,4.0
8/6  [212],Gallarate,CASELLO,*/1210  [213],Bivio A8/Diramazione A26 Trafori,ALLACCIAMENTO,1.0
*/1210  [213],Bivio A8/Diramazione A26 Trafori,ALLACCIAMENTO,8/10  [1075],Gallarate nord,CASELLO,1.0
8/10  [1075],Gallarate nord,CASELLO,*/1197  [214],Cavaria,CASELLO,2.0
*/1197  [214],Cavaria,CASELLO,*/1198  [215],Solbiate Arno - Albizzate,CASELLO,1.8
*/1198  [215],Solbiate Arno - Albizzate,CASELLO,*/1199  [216],Castronno,CASELLO,4.4
*/1199  [216],Castronno,CASELLO,79,BRUGHIERA EST,DISTRIBUTORE,0.6
79,BRUGHIERA EST,DISTRIBUTORE,*/1207  [275],Gazzada,ALLACCIAMENTO,1.2
*/1207  [275],Gazzada,ALLACCIAMENTO,*/1212  [219],Varese,CASELLO,0.5
*/1209  [208],Bivio A9/A8 Milano-Varese,ALLACCIAMENTO,*/2493  [2764],Uboldo,CASELLO,3.2
*/2493  [2764],Uboldo,CASELLO,*/2794  [2765],Origgio,CASELLO,0.45
*/2794  [2765],Origgio,CASELLO,*/1201  [315],Saronno,CASELLO,1.35
*/1201  [315],Saronno,CASELLO,*/1202  [316],Turate,CASELLO,3.3
*/1202  [316],Turate,CASELLO,*/1214  [2930],BIVIO A9-A36 PEDEMONTANA,ALLACCIAMENTO,3.7
*/1214  [2930],BIVIO A9-A36 PEDEMONTANA,ALLACCIAMENTO,*/1909  [2761],SVINCOLO DI LOMAZZO SUD,CASELLO,0.9
*/1909  [2761],SVINCOLO DI LOMAZZO SUD,CASELLO,*/1203  [224],Lomazzo nord,CASELLO,1.8
*/1203  [224],Lomazzo nord,CASELLO,103,LARIO EST,DISTRIBUTORE,2.2
103,LARIO EST,DISTRIBUTORE,8/4  [226],Fino Mornasco,CASELLO,2.2
8/4  [226],Fino Mornasco,CASELLO,*/2820  [2977],BIVIO A9/A59 SUD,ALLACCIAMENTO,2.65
*/2820  [2977],BIVIO A9/A59 SUD,ALLACCIAMENTO,8/3  [227],Como Grandate,CASELLO,0.55
8/3  [227],Como Grandate,CASELLO,*/2821  [2978],BIVIO A9/A59 NORD,ALLACCIAMENTO,0.4
*/2821  [2978],BIVIO A9/A59 NORD,ALLACCIAMENTO,*/2920  [3059],Svincolo Viale Colombo Parcheggio,CASELLO,0.3
*/2920  [3059],Svincolo Viale Colombo Parcheggio,CASELLO,*/1204  [228],Como Centro,CASELLO,0.1
*/1204  [228],Como Centro,CASELLO,*/1205  [229],Como Monte Olimpino,CASELLO,5.62
*/1205  [229],Como Monte Olimpino,CASELLO,*/1206  [1113],Lago di Como,CASELLO,1.76
*/1206  [1113],Lago di Como,CASELLO,*/1406  [2123],Ponte Chiasso,CASELLO,0.08
*/1406  [2123],Ponte Chiasso,CASELLO,*/1407  [2124],Chiasso Uscita Merci,CASELLO,0.11
*/1407  [2124],Chiasso Uscita Merci,CASELLO,*/1211  [230],Chiasso,CASELLO,0.26
1/974  [465],Bivio A10/A7 Milano-Genova,ALLACCIAMENTO,1/215  [469],Genova Aeroporto,CASELLO,2.3
1/215  [469],Genova Aeroporto,CASELLO,1/216  [470],Genova Pegli,CASELLO,3.7
1/216  [470],Genova Pegli,CASELLO,1/217  [471],Genova Pra',CASELLO,4.7
1/217  [471],Genova Pra',CASELLO,1/990  [472],Bivio A10/A26 Trafori,ALLACCIAMENTO,1.9
1/990  [472],Bivio A10/A26 Trafori,ALLACCIAMENTO,1/218  [473],Arenzano,CASELLO,7.6
1/218  [473],Arenzano,CASELLO,135,PIANI D'INVREA NORD,DISTRIBUTORE,5.5
135,PIANI D'INVREA NORD,DISTRIBUTORE,1/219  [475],Varazze,CASELLO,1.1
1/219  [475],Varazze,CASELLO,1/220  [476],Celle Ligure,CASELLO,5.55
1/220  [476],Celle Ligure,CASELLO,1/221  [477],Albisola,CASELLO,4.05
1/221  [477],Albisola,CASELLO,134,S.CRISTOFORO NORD,DISTRIBUTORE,5.9
134,S.CRISTOFORO NORD,DISTRIBUTORE,1/1006  [2116],Bivio A10/Inizio Complanare Savona,ALLACCIAMENTO,1.7
1/1006  [2116],Bivio A10/Inizio Complanare Savona,ALLACCIAMENTO,1/1008  [2118],Cambio Competenza T01 / A10 CDT,CASELLO,0.8
1/1008  [2118],Cambio Competenza T01 / A10 CDT,CASELLO,1/1007  [2117],Bivio A10/Fine Complanare Savona,ALLACCIAMENTO,0.2
1/1007  [2117],Bivio A10/Fine Complanare Savona,ALLACCIAMENTO,1/482  [70788],Spotorno,CASELLO,7.7
1/482  [70788],Spotorno,CASELLO,1/483  [70789],Orco Feglino,CASELLO,6.7
1/483  [70789],Orco Feglino,CASELLO,1/484  [70790],Finale Ligure,CASELLO,3.6
1/484  [70790],Finale Ligure,CASELLO,1/485  [70791],Pietra Ligure,CASELLO,4.7
1/485  [70791],Pietra Ligure,CASELLO,1/497  [70796],Borghetto Santo Spirito,CASELLO,4.9
1/497  [70796],Borghetto Santo Spirito,CASELLO,1/486  [70792],Albenga,CASELLO,8.6
1/486  [70792],Albenga,CASELLO,1/487  [70793],Andora,CASELLO,12.0
1/487  [70793],Andora,CASELLO,131,RINOVO NORD,DISTRIBUTORE,1.8
131,RINOVO NORD,DISTRIBUTORE,1/488  [70782],San Bartolomeo,CASELLO,5.0
1/488  [70782],San Bartolomeo,CASELLO,1/489  [70783],Imperia Est,CASELLO,6.3
1/489  [70783],Imperia Est,CASELLO,1/490  [70784],Imperia Ovest,CASELLO,5.9
1/490  [70784],Imperia Ovest,CASELLO,106,CASTELLARO NORD,DISTRIBUTORE,10.9
106,CASTELLARO NORD,DISTRIBUTORE,1/491  [70785],Arma di Taggia,CASELLO,5.3
1/491  [70785],Arma di Taggia,CASELLO,1/493  [70786],Sanremo Ovest,CASELLO,11.0
1/493  [70786],Sanremo Ovest,CASELLO,10021,BORDIGHERA NORD,DISTRIBUTORE,4.1
10021,BORDIGHERA NORD,DISTRIBUTORE,1/494  [70787],Bordighera,CASELLO,2.3
1/494  [70787],Bordighera,CASELLO,1/495  [70794],Ventimiglia,CASELLO,6.0
1/495  [70794],Ventimiglia,CASELLO,1/496  [70795],Barriera Ventimiglia Confine,CASELLO,0.0
1/496  [70795],Barriera Ventimiglia Confine,CASELLO,*/1186  [963],Confine di Stato,CASELLO,6.3
*/1168  [402],Firenze Peretola,CASELLO,*/1094  [403],Sesto Fiorentino,CASELLO,1.9
*/1094  [403],Sesto Fiorentino,CASELLO,10032,PERETOLA NORD,DISTRIBUTORE,1.1
10032,PERETOLA NORD,DISTRIBUTORE,*/1270  [1126],Bivio A11/Firenze nord,ALLACCIAMENTO,0.8
*/1270  [1126],Bivio A11/Firenze nord,ALLACCIAMENTO,1/333  [406],Firenze ovest,CASELLO,0.4
1/333  [406],Firenze ovest,CASELLO,1/1000  [405],Bivio A11/A1 Milano-Napoli,ALLACCIAMENTO,0.95
1/1000  [405],Bivio A11/A1 Milano-Napoli,ALLACCIAMENTO,1/334  [500],Prato est,CASELLO,3.85
1/334  [500],Prato est,CASELLO,1/335  [408],Prato ovest,CASELLO,7.8
1/335  [408],Prato ovest,CASELLO,1/336  [409],Pistoia,CASELLO,10.6
1/336  [409],Pistoia,CASELLO,145,SERRAVALLE NORD,DISTRIBUTORE,8.1
145,SERRAVALLE NORD,DISTRIBUTORE,1/337  [392],Montecatini Terme,CASELLO,3.5
1/337  [392],Montecatini Terme,CASELLO,1/338  [393],Chiesina Uzzanese,CASELLO,7.4
1/338  [393],Chiesina Uzzanese,CASELLO,1/339  [394],Altopascio,CASELLO,2.9
1/339  [394],Altopascio,CASELLO,1/340  [2571],Capannori,CASELLO,7.9
1/340  [2571],Capannori,CASELLO,1/344  [396],Lucca est,CASELLO,8.8
1/344  [396],Lucca est,CASELLO,1/1009  [2142],Bivio A11/Raccordo Lucca-Viareggio,ALLACCIAMENTO,1.0
1/1009  [2142],Bivio A11/Raccordo Lucca-Viareggio,ALLACCIAMENTO,151,MIGLIARINO NORD,DISTRIBUTORE,12.0
151,MIGLIARINO NORD,DISTRIBUTORE,1/986  [398],Bivio A11/Racc. A12 Genova-Livorno,ALLACCIAMENTO,2.1
1/986  [398],Bivio A11/Racc. A12 Genova-Livorno,ALLACCIAMENTO,1/345  [399],Pisa nord,CASELLO,0.4
1/345  [399],Pisa nord,CASELLO,*/1189  [400],Bivio A11/SS 1 Aurelia,CASELLO,0.1
1/989  [479],Bivio A12/A7 Milano-Genova,ALLACCIAMENTO,1/260  [480],Genova est,CASELLO,4.2
1/260  [480],Genova est,CASELLO,1/261  [481],Genova Nervi,CASELLO,7.3
1/261  [481],Genova Nervi,CASELLO,10176,S.ILARIO SUD,DISTRIBUTORE,3.0
10176,S.ILARIO SUD,DISTRIBUTORE,1/262  [483],Recco,CASELLO,8.3
1/262  [483],Recco,CASELLO,1/263  [484],Rapallo,CASELLO,5.6
1/263  [484],Rapallo,CASELLO,1/264  [485],Chiavari,CASELLO,9.9
1/264  [485],Chiavari,CASELLO,1/265  [486],Lavagna,CASELLO,2.8
1/265  [486],Lavagna,CASELLO,10179,RIVIERA SUD,DISTRIBUTORE,7.6
10179,RIVIERA SUD,DISTRIBUTORE,1/266  [487],Sestri Levante,CASELLO,0.0
1/266  [487],Sestri Levante,CASELLO,1/5010  [70815],Cambio Competenza T01 - A12 CDT,CASELLO,0.7
1/5010  [70815],Cambio Competenza T01 - A12 CDT,CASELLO,1/273  [70798],Deiva Marina,CASELLO,11.1
1/273  [70798],Deiva Marina,CASELLO,1/274  [70799],Carrodano,CASELLO,9.6
1/274  [70799],Carrodano,CASELLO,1/275  [70800],Brugnato,CASELLO,5.7
1/275  [70800],Brugnato,CASELLO,3828,BRUGNATO OVEST,DISTRIBUTORE,1.0
3828,BRUGNATO OVEST,DISTRIBUTORE,1/272  [70797],Albiano Magra,CASELLO,16.32
1/272  [70797],Albiano Magra,CASELLO,1/987  [70811],Bivio A12/A15 Parma-La Spezia,ALLACCIAMENTO,1.28
1/987  [70811],Bivio A12/A15 Parma-La Spezia,ALLACCIAMENTO,10177,MAGRA OVEST,DISTRIBUTORE,2.1
